SCENE_SaoHoa03-001 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — COLD DAWN GLARE — CRATER RIM — Detailed Description (write like a compact cinematic essay): Pale morning sunlight pierces the thin Martian haze, casting long sharp shadows across a fresh structural fracture on a steep forty-five-degree crater rim. A recent micro-meteorite impact has triggered a massive regolith landslide, stripping away centuries of rust-colored dust to expose a glinting edge of wrinkled gold insulation foil buried deep in the frozen ground. The unstable slope remains precarious, under immense tectonic tension. | CONTINUITY: fresh impact scar and exposed gold insulation foil | NEXT: tracking the debris field downward | AUDIO: thin wind scrape, distant rock slide hiss, radio static | VOICE : none
SCENE_SaoHoa03-002 — PRESET 1 — EXT — SLOW LATERAL TRACK — HARD MORNING SPILL — LANDSLIDE ZONE — Detailed Description (write like a compact cinematic essay): The camera tracks slowly across the jagged line of the secondary sessional collapse where loose red sand continuously trickles down into a dark volcanic fissure. The exposed metallic gold foil of the buried debris vibrates weakly under the force of the thin atmosphere, revealing a heavily oxidized steel structural bracket beneath it. No human tracks disturb the pristine, hostile landscape. | CONTINUITY: shifting regolith over buried golden metal structures | NEXT: panning to the deep impact center | AUDIO: gravel trickling down slope, metallic vibration, wind howl | VOICE : none
SCENE_SaoHoa03-003 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — LOW EVENING RED-GOLD LOSS LIGHT — SOUTHERN EMISTION ZONE — Detailed Description (write like a compact cinematic essay): A wider perspective captures the immense scale of the ancient impact basin under a darkening crimson sky as frozen carbon dioxide frost begins to crystallize on the upper rocks. Far below the rim, the golden foil glints like a solitary eye amidst the vast expanse of dead red desert sand, marking the location of an unresolved thermal anomaly. The environment is entirely static. | CONTINUITY: scale of the crater rim landslide and thermal anomaly site | NEXT: transitioning to the interior habitat wake-up | AUDIO: low-frequency atmosphere rumbling, quiet static hiss | VOICE : none
SCENE_SaoHoa03-211 — PRESET 2 — INT — CLOSE TOOL INSERT — DIM POWER-SAVE LIGHTING — WORK DESK — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] glances at the small green potato leaf he brought back from the greenhouse, which sits in a small vial of water on his desk. He describes how these fragile plants survived the critical freezing threat, symbolizing the stubborn resilience of life. | CONTINUITY: reflecting on the surviving potato sprout in the vial | NEXT: reaching out his hand to deactivate the video camera | AUDIO: quiet voice speaking, glass vial clinking, ventilation | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-212 — PRESET 1 — INT — FIXED INTERIOR FRAME — REFLECTED MONITOR GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] reaches his gloved hand toward the recording unit to deactivate the camera. His face is calm and resolute as his finger presses the primary power toggle, ending the Sol four hundred video log. The red recording indicator light flashes once and turns off. | CONTINUITY: turning off the camera to end the sol video log | NEXT: lying down on his narrow bunk to rest for the night | AUDIO: camera button toggle click, system shut down chime, hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-213 — PRESET 2 — INT — CONSTRAINED CORRIDOR FRAME — PALE SLEEPING-BAY GLOW — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] lies down slowly on his narrow canvas bunk, his joints cracking with a dull sound as he pulls the heavy synthetic blanket over his shoulders. He stares at the metal bulkheads of his small quarters, his breathing slowing as he embraces the dark. | CONTINUITY: lying down on his bunk to rest after the long day | NEXT: staring at the dark ceiling as the blower hums | AUDIO: bunk frame squeak, blanket rustling, deep slow breathing | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-214 — PRESET 1 — INT — FIXED INTERIOR FRAME — DIM POWER-SAVE LIGHTING — SLEEPING POD — Detailed Description (write like a compact cinematic essay): Staring up at the dark steel ceiling of his pod, [Aiden-charactor] remains perfectly motionless in the quiet room. The rhythmic hum of the primary life support blower is the only sound breaking the silence, providing a reassuring background drone as he drifts toward sleep. | CONTINUITY: resting in the dark pod with active life support hum | NEXT: closing his eyes to finally sleep after the survival run | AUDIO: life support blower whir, slow rhythmic breathing, hum | VOICE : They heard me. I am alone out here, but I know the sky is watching. Tomorrow, I'll repair the secondary thermal walls. | IMAGES: Aiden-charactor
SCENE_SaoHoa03-215 — PRESET 2 — INT — RESTRAINED SIDE PROFILE — DIM POWER-SAVE LIGHTING — SLEEPING POD — Detailed Description (write like a compact cinematic essay): [Aiden-charactor] closes his eyes, his breathing falling into a deep, steady rhythm as his body finally succumbs to the massive exhaustion of the day's labor. The dim emergency lights of his quarters cast a soft red glow across his peaceful, weathered face. | CONTINUITY: falling asleep in the dark, warm pressurized cabin | NEXT: pan to the empty lab desk and printed paper roll | AUDIO: slow rhythmic breathing, low-frequency habitat drone, hum | VOICE : none | IMAGES: Aiden-charactor
SCENE_SaoHoa03-216 — PRESET 2 — INT — MEASURED PUSH-IN — REFLECTED MONITOR GLOW — WORK DESK — Detailed Description (write like a compact cinematic essay): The camera pushes in slowly across the empty desk, where the long strip of printed thermal paper drapes over the edge, catching the faint blue light of the terminal screen. The ink marks are clear, displaying the silent words of connection that will remain on the desk overnight. | CONTINUITY: showing the empty desk and printed paper strip | NEXT: pan to the stabilizing greenhouse viewport window | AUDIO: computer cooling fan hum, electronic static click, silence | VOICE : none
SCENE_SaoHoa03-217 — PRESET 1 — INT — FIXED INTERIOR FRAME — GREENHOUSE HUMIDITY HAZE — VIEWPORT — Detailed Description (write like a compact cinematic essay): The pale purple glow of the greenhouse growth lamps casts soft, elongated shadows across the quiet agricultural module as condensation drips slowly. The fragile green potato shoots are visible through the viewing glass, warm and safe inside the stabilized soil beds. | CONTINUITY: stabilized greenhouse crops under the growth lamps | NEXT: pan to the repaired helmet resting on the storage rack | AUDIO: lone water drop drip, heater elements low drone, silence | VOICE : none
SCENE_SaoHoa03-218 — PRESET 2 — INT — CLOSE STRUCTURAL INSERT — DIM POWER-SAVE LIGHTING — SUIT RACK — Detailed Description (write like a compact cinematic essay): The repaired helmet rests quietly on its wall charging dock, its newly patched visor gleaming under the dim maintenance strip light. The clear epoxy sealant has cured into a perfect, glassy layer, securing the primary pressure boundary for the next solar field run. | CONTINUITY: repaired helmet resting on the diagnostics dock | NEXT: pan to the parked rover cabin inside the vehicle shelter | AUDIO: electronic diagnostic beep, low hum of battery charger | VOICE : none
SCENE_SaoHoa03-219 — PRESET 1 — INT — FIXED INTERIOR FRAME — DIM POWER-SAVE LIGHTING — ROVER BAY — Detailed Description (write like a compact cinematic essay): Inside the dark exploratory shelter, the silent transport vehicle sits parked, its battery indicator display slowly pulsing green under the shadows. The thick charging cable is connected to its port, steadily replenishing the power used during the critical mountain run. | CONTINUITY: parked rover recharging inside the dark storage bay | NEXT: pan to the desolate crater rim slope under the night sky | AUDIO: low-frequency battery charger hum, wind howling outside | VOICE : The batteries are charging, the plants are warm, and the link is secure. We did what we had to do to survive.
SCENE_SaoHoa03-220 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — shadow bands — CRATER RIM — Detailed Description (write like a compact cinematic essay): Far from the base, a wide shot captures the empty, desolate slope of the southern crater rim under a dark, star-filled Martian night sky. [Grant-charactor]'s deep boot prints on the shifting regolith are slowly filled with fine red sand by the whistling mountain wind, erasing his tracks. | CONTINUITY: wind erasing Grant's tracks on the empty crater slope | NEXT: looking toward the massive cliff face where landslide fell | AUDIO: howling mountain wind, sand trickling over rocks, static | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-221 — PRESET 2 — EXT — DISTANT SILHOUETTE WIDE — shadow bands — CRATER WALL — Detailed Description (write like a compact cinematic essay): The camera frames the massive, dark cliff face where the landslide occurred, showing the deep scar left behind by the sudden rock collapse. No trace of [Grant-charactor]'s heavy manual struggle is visible on the surface, as the ancient golden satellite remains buried forever under tons of loose red sand and heavy basalt boulders in the dark abyss. The whistling mountain wind slowly sweeps fine red dust over the empty terrain. | CONTINUITY: the landslide scar and buried satellite wreckage | NEXT: pan to the distant habitat beacon shining on the horizon | AUDIO: wind screaming over peaks, low-frequency mountain rumble | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-222 — PRESET 1 — EXT — WIDE STATIC HORIZON FRAME — shadow bands — SOUTHERN VALLEY — Detailed Description (write like a compact cinematic essay): From a great distance, the tiny, solitary beacon of the habitat dome shines like a bright green star across the vast, empty plains. The cold wind whips over the terrain where [Grant-charactor] drove his heavy transport vehicle, carrying fine dust that slowly settles over the quiet desert floor under the dark starlit sky. | CONTINUITY: distant view of the solitary habitat dome beacon | NEXT: tracking the faint green laser trace in the atmosphere | AUDIO: distant wind howling, quiet radio static, low suit hum | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-223 — PRESET 2 — EXT — LOW TERRAIN-READING ANGLE — shadow bands — SKYLINE HEIGHTS — Detailed Description (write like a compact cinematic essay): The camera shoots upward toward the dark sky, where a faint, thin trace of green laser light is barely visible as it cuts through the high atmospheric dust haze. The optical link aligned by [Grant-charactor]'s cold hands is quiet, carrying the coordinates across the empty space toward the cold blue star of Earth visible on the horizon. | CONTINUITY: the faint green laser trace pointing toward Earth | NEXT: looking toward the cold blue star visible on the horizon | AUDIO: wind whistling through peaks, high-frequency static hiss | VOICE : none | IMAGES: Grant-charactor
SCENE_SaoHoa03-224 — PRESET 1 — EXT — DISTANT SILHOUETTE WIDE — shadow bands — OPEN PLAIN — Detailed Description (write like a compact cinematic essay): The cold blue star of Earth is visible on the dark horizon, shining brightly through the thin, dusty Martian atmosphere as the evening wind sweeps over the plains. [Grant-charactor]'s final physical efforts of the sol have connected these two worlds, leaving a fragile thread of hope. | CONTINUITY: Earth visible on horizon with final laser transmission | NEXT: transition back to Aiden sleeping inside the quiet pod | AUDIO: howling wind, low-frequency atmospheric rumble, static | VOICE : The signal is traveling across fifty-five million kilometers. I did my job. Now, I rest for tomorrow's labor. | IMAGES: Grant-charactor
SCENE_SaoHoa03-225 — PRESET 1 — INT — FIXED INTERIOR FRAME — DIM POWER-SAVE LIGHTING — SLEEPING POD — Detailed Description (write like a compact cinematic essay): Inside the quiet quarters, [Aiden-charactor] sleeps deeply under the warm synthetic blanket, his face relaxed as the life support blower hums rhythmically in the dark. Beside his bunk, the printed paper strip rests on his desk, its silent letters confirming his connection to home as another Sol ends. | CONTINUITY: Aiden sleeping peacefully in the quiet habitat | NEXT: end of episode scene_SaoHoa03-block | AUDIO: life support whir, deep slow breathing, absolute quiet | VOICE : none | IMAGES: Aiden-charactor
